aptCode,aptName,dongCode,dongName,buildYear,jibun,lat,lng,img,avgDealAmount,totalDealCount
1,광화문풍림스페이스본(101동~105동),1111011500,사직동,2008,9,37.5743822,126.9688505,NULL,124212,33
2,광화문풍림스페이스본(106동),1111011500,사직동,2008,9-1,37.57348,126.967792,NULL,149938,8
3,경희궁의아침4단지,1111011800,내수동,2004,73,37.5722444,126.9722071,NULL,148000,2
4,대성스카이렉스,1111012900,견지동,2008,110,37.5724163,126.9824791,NULL,97200,5
5,포레스트힐시티,1111016200,효제동,2017,65-2,37.5740221,127.0018054,NULL,21800,4
6,송림아마레스아파트,1111017000,명륜1가,2003,2-12,37.59062120000001,126.9976818,NULL,33850,2
7,아남1,1111017100,명륜2가,1995,4,37.5855698,126.9994671,NULL,84579,14
8,아남3,1111017100,명륜2가,1999,237,37.5855655,127.0002337,NULL,67457,7
9,한빛,1111017300,명륜3가,1999,1-30,37.5893352,126.9950098,NULL,34833,3
10,동대문,1111017400,창신동,1966,328-17,37.5722279,127.0151863,NULL,29160,5
11,삼전솔하임2차,1111017500,숭인동,2012,296-19,37.5724383,127.0167548,NULL,12725,6
12,주건축물제1동,1111017500,숭인동,2013,1392,37.5736666,127.0226401,NULL,11233,12
13,숭인한양LEEPS,1111017500,숭인동,2014,1421-2,37.57357390000001,127.0223266,NULL,11886,7
14,종로동광모닝스카이,1111017500,숭인동,2013,1421-1,37.5734074,127.0223446,NULL,12088,4
15,에지앙빌,1111018300,평창동,2004,179-5,37.6069685,126.9675741,NULL,68267,3
16,롯데낙천대,1111018300,평창동,2001,72,37.6091837,126.9756868,NULL,66860,5
17,삼성,1111018300,평창동,1998,596,37.6109493,126.9786561,NULL,41400,11
18,벽산블루밍평창힐스,1111018300,평창동,2004,45,37.6080961,126.9737175,NULL,103667,3
19,현대뜨레비앙,1111013300,익선동,2003,55,37.5750883,126.9900786,NULL,28756,8
20,이화에수풀,1111016600,연건동,2014,195-10,37.57539370000001,127.0018312,NULL,20940,10
21,아마레스,1111017000,명륜1가,2002,45-5,37.5869019,126.9988775,NULL,59500,1
22,MID그린(3동),1111017400,창신동,2002,601-2,37.5779087,127.0099886,NULL,26450,2
23,성용,1111017400,창신동,1994,640-252,37.57500479999999,127.0094655,NULL,26800,1
24,창신쌍용2,1111017400,창신동,1993,703,37.5804209,127.0117238,NULL,51196,28
25,삼전솔하임4차,1111017500,숭인동,2014,318-2,37.5713672,127.0167802,NULL,13830,5
26,경희궁자이(3단지),1111017700,평동,2017,233,35.12477,126.7602498,NULL,139960,20
27,경희궁자이(2단지),1111017900,홍파동,2017,199,37.5709038,126.9639262,NULL,154945,49
28,아남2,1111017100,명륜2가,1996,236,37.5861655,126.9987424,NULL,54750,2
29,창신쌍용1,1111017400,창신동,1992,702,37.580401,127.0139816,NULL,56757,7
30,종로중흥S클래스,1111017500,숭인동,2013,202-3,37.5736023,127.0217228,NULL,13256,17
31,종로유케이201,1111017500,숭인동,2013,201-11,37.5738414,127.0213337,NULL,10950,2
32,"롯데캐슬 로잔",1111018300,평창동,2009,108,37.6098407,126.9774707,NULL,152667,6
33,갑을,1111018300,평창동,1997,595,37.6046031,126.9637494,NULL,18408,6
34,무악다온채,1111018700,무악동,2011,66-1,37.5761242,126.9579142,NULL,46750,2
35,경희궁의아침2단지,1111011800,내수동,2004,71,37.57371029999999,126.9712666,NULL,130000,1
36,경희궁의아침3단지,1111011800,내수동,2004,72,37.5732644,126.9719961,NULL,157688,8
37,효성쥬얼리시티,1111015700,인의동,2006,48-2,37.5711959,126.9986621,NULL,72785,13
38,동성아파트(1동),1111016800,동숭동,1999,4-161,37.5833366,127.0062404,NULL,24000,2
39,MID그린(2동),1111017400,창신동,2002,601-1,37.5778969,127.0097623,NULL,25680,5
40,MID그린(6동),1111017400,창신동,2002,601-7,37.5775766,127.0097179,NULL,20000,1
41,MID그린(4동),1111017400,창신동,2002,601-5,37.5777296,127.0100114,NULL,28595,2
42,두산,1111017400,창신동,1999,232,37.5741155,127.0143203,NULL,69573,23
43,종로청계힐스테이트,1111017500,숭인동,2009,766,37.5758067,127.0212457,NULL,72714,17
44,숭인상가,1111017500,숭인동,1979,204-11,37.5721671,127.0206594,NULL,38600,1
45,동아,1111018000,교북동,1995,101,37.5714018,126.9620904,NULL,61267,3
46,렉스팰리스,1111018200,구기동,2005,95-1,37.6068855,126.9573119,NULL,65500,1
47,인왕산아이파크,1111018700,무악동,2008,60,37.5767946,126.9575007,NULL,104164,39
48,청운현대,1111010100,청운동,2000,56-45,37.5861631,126.9675048,NULL,88500,2
49,청호그린빌,1111010900,누상동,1999,40,37.5806466,126.9663277,NULL,16200,1
50,세종로대우,1111011800,내수동,1994,167,37.5726979,126.973265,NULL,78500,1
51,(1-102),1111017300,명륜3가,1997,1-102,37.5894309,126.9952474,NULL,8125,4
52,일우,1111017400,창신동,2002,602,37.5772952,127.0096854,NULL,26800,1
53,미니,1111017400,창신동,1995,638-36,37.5757009,127.0095299,NULL,16500,1
54,MID그린(8동),1111017400,창신동,2002,602-1,37.5772698,127.0098771,NULL,26250,2
55,종로센트레빌,1111017500,숭인동,2008,2-1,37.5809193,127.01605,NULL,71345,20
56,롯데캐슬천지인,1111017500,숭인동,2004,76,37.5738039,127.0161663,NULL,80000,10
57,일성빌라트,1111018300,평창동,1996,145-5,37.60901,126.9728101,NULL,47500,1
58,현대,1111018700,무악동,2000,82,37.5752089,126.9605874,NULL,81811,47
59,세종아파트,1111011100,옥인동,2005,56,37.5820758,126.9676881,NULL,81500,1
60,두레엘리시안,1111011300,필운동,2007,174-1,37.57814500000001,126.9696919,NULL,73200,1
61,"경희궁 파크팰리스",1111011800,내수동,2003,95,37.5741439,126.9705655,NULL,117167,3
62,종로아인스빌,1111017500,숭인동,2013,1392-1,37.5735298,127.0227608,NULL,12500,1
63,하림빌라트,1111017500,숭인동,1998,473,37.5784933,127.0213158,NULL,25000,1
64,대성맨션,1111018100,행촌동,1971,41-1,37.5726899,126.9625616,NULL,19600,1
65,인왕산2차아이파크,1111018700,무악동,2015,88,37.5773553,126.9586242,NULL,98167,6
66,"경희궁 롯데캐슬",1111018700,무악동,2019,46,37.5732804,126.9599418,NULL,116833,3
67,MID그린(5동),1111017400,창신동,2002,601-4,37.5777399,127.0097418,NULL,26600,2
68,창신이수,1111017400,창신동,2003,23-816,37.5778868,127.014797,NULL,65000,1
69,브라운스톤창신,1111017400,창신동,2006,23-76,37.5773353,127.015016,NULL,68000,1
70,창림,1111017400,창신동,1994,639-20,37.5759778,127.0093474,NULL,14800,1
71,MID그린(1동),1111017400,창신동,2002,601,37.5781448,127.0099877,NULL,26900,1
72,버넷하임1,1111017500,숭인동,2013,1421,37.5737064,127.0223351,NULL,13350,2
73,경희궁자이(4단지),1111018000,교북동,2017,126,37.5714471,126.961324,NULL,89150,10
74,롯데미도파광화문빌딩,1111011700,당주동,1981,145,37.5713473,126.9736842,NULL,56600,2
75,(9-1),1111016500,이화동,2004,9-1,37.5769553,127.0070826,NULL,38000,3
76,(60-1),1111016600,연건동,1999,60-1,37.5790038,127.001046,NULL,30000,1
77,동대문맨션,1111017400,창신동,1973,578-5,37.5723269,127.0109761,NULL,34467,6
78,"동문 (비동,씨동) (494-0)",1111017500,숭인동,1997,494,37.5780803,127.0213869,NULL,28300,1
79,대아파크빌,1111018600,신영동,1998,254,37.6056015,126.9602699,NULL,39950,2
80,경희궁자이(2단지),1111017600,교남동,2017,199,37.5718391,126.9619706,NULL,154000,1
81,형우럭스빌(33-1),1111018300,평창동,2005,33-1,37.6075659,126.9733623,NULL,58500,2
82,건양하늘터,1111017000,명륜1가,2006,23,37.58769059999999,126.9978524,NULL,69125,2
83,(5-89),1111017000,명륜1가,1995,5-89,37.5904772,126.9970677,NULL,19500,1
84,(204-11),1111017500,숭인동,1979,204-11,37.5721671,127.0206594,NULL,41000,1
85,탑스빌,1111017500,숭인동,2003,178-76,37.5749602,127.0201009,NULL,49000,1
86,리치캐슬아파트,1111017000,명륜1가,2003,33-85,37.5885184,126.997813,NULL,50000,1
87,그린,1111017400,창신동,2002,23-326,37.5792769,127.0106792,NULL,23500,1
88,엘리시아,1111018300,평창동,2009,66-1,37.60964300000001,126.9758708,NULL,113750,2
89,별빛고운,1111018400,부암동,2006,235-2,37.5933234,126.9643939,NULL,44500,1
90,"신동아블루아광화문의 꿈",1111011300,필운동,2007,254,37.5757532,126.9699433,NULL,94000,1
91,CS타워,1111016700,충신동,2011,62-2,37.5750438,127.0040367,NULL,17000,1
92,"남산 롯데캐슬 아이리스",1114012100,회현동1가,2011,208,37.5569262,126.9773171,NULL,120983,29
93,충무로엘크루메크로시티2,1114013300,충무로5가,2016,36-2,37.5633134,127.0000094,NULL,27710,10
94,신당아르브,1114016200,신당동,2014,160-5,37.56489639999999,127.023358,NULL,17000,1
95,약수하이츠,1114016200,신당동,1999,842,37.5547032,127.0146066,NULL,82227,97
96,현대,1114016200,신당동,1993,840,37.5600233,127.0215778,NULL,64113,35
97,신당푸르지오,1114016200,신당동,2005,850,37.559205,127.0194912,NULL,86604,28
98,남산리젠트힐,1114016200,신당동,2003,432-1669,37.5487128,127.0053253,NULL,50000,1
99,래미안하이베르,1114016200,신당동,2011,851,37.5615738,127.0194523,NULL,85372,54
100,남산타운,1114016200,신당동,2002,844,37.5491389,127.0093824,NULL,91049,133
101,글로리안(A),1114016200,신당동,2002,432-986,37.5507135,127.0064372,NULL,24000,1
102,"청계천 두산위브더제니스",1114016300,흥인동,2014,13-1,37.566813,127.0170721,NULL,129994,16
103,황학아크로타워,1114016500,황학동,2010,2523,37.5659102,127.0217363,NULL,81914,21
104,롯데캐슬,1114016500,황학동,2008,2545,37.5708733,127.0213284,NULL,74402,117
105,한양I-Class,1114016500,황학동,2013,787,37.567224,127.0233831,NULL,13946,14
106,DUO302,1114016500,황학동,2014,819,37.5664513,127.0233219,NULL,17246,7
107,삼성사이버빌리지,1114017100,중림동,2001,200,37.5581419,126.9652488,NULL,109671,14
108,경서,1114011200,남창동,1970,205-44,37.5567104,126.9776913,NULL,18700,1
109,평화,1114012100,회현동1가,1976,97-2,37.5582036,126.9797885,NULL,29000,1
110,진양상가,1114013200,충무로4가,1970,120-3,37.5623885,126.9959209,NULL,53338,8
111,이지마루오장,1114015400,오장동,2018,206-34,37.5643786,127.0019465,NULL,29800,1
112,노블레스하우스,1114016200,신당동,2007,290-67,37.5613329,127.0162047,NULL,54167,3
113,남산정은스카이,1114016200,신당동,2005,366-126,37.5488691,127.007736,NULL,81750,2
114,신당역솔하임,1114016200,신당동,2016,140-23,37.5653862,127.0211342,NULL,19243,7
115,중구리버빌,1114016500,황학동,2003,981,37.5671421,127.0224152,NULL,42167,3
116,브라운스톤(355-0),1114017100,중림동,2006,355,37.5607773,126.9682129,NULL,103223,6
117,남산트라팰리스,1114011800,남대문로5가,2010,827,37.5539452,126.9756206,NULL,142643,7
118,"남산 SK LEADERS VIEW",1114012100,회현동1가,2010,206,37.5590809,126.9805937,NULL,126909,11
119,쌍용남산플래티넘,1114012200,회현동2가,2010,87,37.5593701,126.983201,NULL,148230,10
120,미주,1114013900,필동3가,1976,62-16,37.5560447,126.9958634,NULL,56000,1
121,신신(2차),1114016200,신당동,2001,432-1957,37.5509599,127.0052083,NULL,22300,1
122,(372-66),1114016200,신당동,2010,372-66,37.5521688,127.0119317,NULL,39700,1
123,청계리버팰리스A,1114016500,황학동,2019,2033,37.5696474,127.0207229,NULL,28300,1
124,삼풍,1114012100,회현동1가,1975,146-1,37.5561502,126.9825091,NULL,31625,4
125,"남산센트럴 자이",1114013200,충무로4가,2009,306,37.5624711,126.9977964,NULL,103333,12
126,태원팰리스5차(432-1132),1114016200,신당동,2006,432-1132,37.5530592,127.0073319,NULL,49167,3
127,수산타운(2차),1114016200,신당동,2001,432-2006,37.5503425,127.0057235,NULL,12000,2
128,신당동파라다이스,1114016200,신당동,2000,846,37.5619894,127.0172464,NULL,54200,5
129,청구e편한세상,1114016200,신당동,2011,852,37.5615738,127.0194523,NULL,115001,39
130,삼성,1114016200,신당동,1999,843,37.5581633,127.0179679,NULL,74590,48
131,약수(372-13),1114016200,신당동,1968,372-13,37.55357679999999,127.011036,NULL,23725,2
132,"동대문 와이즈 캐슬",1114016300,흥인동,2014,119,37.56581,127.0154247,NULL,17541,17
133,덕수궁롯데캐슬,1114016800,순화동,2016,217,37.5624639,126.9706122,NULL,113733,15
134,"LIG 서울역 리가",1114017300,만리동1가,2012,231,37.55612,126.9676729,NULL,101945,10
135,신성상가,1114013400,인현동2가,1968,192-30,37.5634956,126.9957894,NULL,26079,12
136,충무,1114013600,묵정동,1982,11-2,37.560757,127.0007407,NULL,41883,3
137,장충,1114014400,장충동2가,1981,193-29,37.55921319999999,127.0016623,NULL,9068,2
138,동평화패션타운,1114016200,신당동,1968,217-95,37.5693272,127.0137586,NULL,29500,1
139,한진그랑빌,1114016200,신당동,2001,845,37.563521,127.0258175,NULL,59158,6
140,정동,1114016700,정동,1965,18-1,37.5672207,126.9702895,NULL,44500,1
141,바비엥3,1114016800,순화동,2006,215,37.5630541,126.9695398,NULL,50200,5
142,순화동더샵,1114016800,순화동,2007,151,37.560174,126.9720786,NULL,80417,12
143,대림상가,1114015700,산림동,1972,207-2,37.5670859,126.9954333,NULL,26975,2
144,명경,1114016200,신당동,2002,432-657,37.5518175,127.0064758,NULL,28000,1
145,노블레스2,1114016200,신당동,2002,432-1653,37.549596,127.0052468,NULL,63500,1
146,대우디오빌,1114017300,만리동1가,2005,62-7,37.55500809999999,126.9671981,NULL,70825,4
147,묵정,1114013600,묵정동,1981,11-67,37.5606646,127.0000436,NULL,30000,1
148,신신(1차),1114016200,신당동,2001,432-1972,37.5508428,127.0054249,NULL,18500,1
149,성요셉,1114017100,중림동,1971,149,37.5595241,126.9672059,NULL,19267,3
150,서울역센트럴자이,1114017400,만리동2가,2017,176-1,37.554119,126.963428,NULL,129200,4
151,장충레지던스,1114014300,장충동1가,1993,106-1,37.5594385,127.0072235,NULL,70000,1
152,삼성파크빌(39-1),1114015100,을지로5가,2006,39-1,37.56714160000001,127.0027496,NULL,57750,2
153,프라임2,1114016200,신당동,2003,432-2837,37.5487798,127.0063248,NULL,52500,1
154,진달래,1114016200,신당동,2003,333-42,37.5565067,127.0140181,NULL,44500,1
155,신당블루카운티,1114016500,황학동,2016,846,37.566196,127.0226245,NULL,46000,1
156,그린빌,1114016200,신당동,2003,122-1,37.5643766,127.0180448,NULL,50000,1
157,유정,1114016200,신당동,2001,432-1970,37.5510825,127.0055349,NULL,8500,1
158,동산,1114016200,신당동,2001,432-579,37.5514823,127.0052874,NULL,20000,1
159,벨레어카운티,1114016200,신당동,2004,407-17,37.5587612,127.0087514,NULL,240000,1
160,프라임1,1114016200,신당동,2003,432-1632,37.5488292,127.0059915,NULL,48500,1
161,(1546-0),1114016500,황학동,2015,1546,37.5691208,127.0215471,NULL,22900,1
162,"황학동 코아루",1114016500,황학동,2010,882,37.5666918,127.0224426,NULL,68500,4
163,골드캐슬Ⅲ,1114016500,황학동,2017,1743,37.5702504,127.0212878,NULL,28000,1
164,SY파크힐,1114017300,만리동1가,2005,56-11,37.5568894,126.9657585,NULL,61000,1
165,청계상가,1114015700,산림동,1971,207-1,37.5679392,126.9953313,NULL,34000,1
166,삼익,1114014200,예장동,1999,9,37.55970629999999,126.9915053,NULL,60000,1
167,정석그라시아,1114015400,오장동,2019,90-8,37.56421590000001,126.9996475,NULL,30596,26
168,푸른마을(B),1114016200,신당동,2001,432-922,37.5508589,127.0059464,NULL,21300,1
169,후암미주,1117010100,후암동,1980,423-1,37.5518011,126.9757608,NULL,68667,9
170,명남아띠팰리스,1117010100,후암동,2006,244-90,37.5491552,126.9788322,NULL,69000,1
171,한신,1117010200,용산동2가,1981,47-17,37.53964879999999,126.9868386,NULL,68000,2
172,센트레빌아스테리움서울,1117010700,동자동,2013,45,37.5494341,126.9733793,NULL,136678,23
173,산호,1117011800,원효로4가,1977,118-16,37.5326545,126.9502678,NULL,132045,11
174,삼성래미안,1117012000,도원동,2001,23,37.5382852,126.9552615,NULL,94477,74
175,시티파크(2단지),1117012800,한강로3가,2007,63-387,37.5260424,126.9699869,NULL,236385,13
176,대림,1117012900,이촌동,1994,395,37.5250472,126.9551678,NULL,124709,11
177,동아그린,1117012900,이촌동,1999,411,37.5239273,126.9580321,NULL,92568,25
178,한가람,1117012900,이촌동,1998,404,37.5215466,126.9703451,NULL,139006,98
179,한강맨숀,1117012900,이촌동,1971,300-23,37.5193472,126.9750134,NULL,242143,14
180,청화1,1117013000,이태원동,1982,22-2,37.5301451,126.9949096,NULL,163867,15
181,한남더힐,1117013100,한남동,2011,810,37.5368563,127.0092213,NULL,426164,113
182,한성1,1117013100,한남동,1974,29-4,37.5344824,127.0090502,NULL,42220,10
183,한남아이파크애비뉴,1117013100,한남동,2017,828,37.5311789,127.0062454,NULL,75197,15
184,한남동동원베네스트,1117013100,한남동,2010,522-1,37.5301242,127.0077807,NULL,101667,6
185,신동아,1117013300,서빙고동,1985,241-21,37.51808219999999,126.9876631,NULL,221174,50
186,리버힐삼성,1117011500,산천동,2001,193,37.5348569,126.9508049,NULL,91882,51
187,화이트타운,1117011900,효창동,2003,5-45,37.5416073,126.9636431,NULL,50000,2
188,제일1,1117012000,도원동,1971,3-4,37.5390776,126.9580544,NULL,20700,3
189,용산큐브,1117012200,문배동,2013,24-4,37.537223,126.9681812,NULL,19650,11
190,프라임팰리스,1117012200,문배동,2012,24-8,37.5367966,126.9696059,NULL,16953,15
191,대우월드마크용산,1117012400,한강로1가,2007,64,37.53711800000001,126.9728863,NULL,139786,7
192,한강로대우아이빌,1117012500,한강로2가,2004,2-11,37.5314944,126.9691335,NULL,36217,6
193,북한강(성원),1117012900,이촌동,2001,422,37.5271975,126.9537881,NULL,105246,13
194,LG한강자이,1117012900,이촌동,2003,430,37.5194588,126.9705367,NULL,247246,24
195,점보,1117012900,이촌동,1974,300-10,37.5180908,126.9787161,NULL,140875,10
196,래미안첼리투스아파트,1117012900,이촌동,2015,436,37.5161216,126.9660695,NULL,285116,28
197,강촌,1117012900,이촌동,1998,402,37.5192056,126.9770742,NULL,145013,31
198,이촌코오롱(A),1117012900,이촌동,1999,412,37.51998270000001,126.9786768,NULL,127826,40
199,왕궁,1117012900,이촌동,1974,300-11,37.5172228,126.9782574,NULL,158309,11
200,우성,1117012900,이촌동,1995,399-1,37.5215587,126.9690474,NULL,112594,16
201,준아트빌,1117013000,이태원동,2008,124-1,37.5349653,126.9968804,NULL,207500,2
202,리버티하우스,1117013100,한남동,2001,258,37.5335402,127.0086485,NULL,178500,2
203,한남동리첸시아,1117013100,한남동,2004,72-1,37.5342512,127.0079105,NULL,85479,14
204,금호베스트빌1,1117013300,서빙고동,2002,296,37.5228532,126.9919722,NULL,136088,8
205,신동아,1117013300,서빙고동,1984,241-21,37.51808219999999,126.9876631,NULL,NULL,NULL
206,프리마베라빌,1117010100,후암동,2003,55-20,37.5496737,126.97909,NULL,78500,1
207,용산파크뷰(46-3),1117011200,원효로1가,2018,46-3,37.5401621,126.9685842,NULL,35800,1
208,세방리버하이빌,1117011400,신창동,2005,102,35.1966834,126.8507749,NULL,79038,4
209,아인하우스,1117011900,효창동,2012,5-42,37.5418338,126.9631636,NULL,53050,4
210,임선웰빙,1117011900,효창동,2004,5-72,37.5411499,126.9637807,NULL,55000,1
211,효창팰리스2차,1117011900,효창동,2002,5-49,37.541453,126.9627886,NULL,50000,1
212,이안용산1차(102동),1117012200,문배동,2005,7-6,37.5380236,126.9697905,NULL,87143,7
213,용산파크자이,1117012400,한강로1가,2005,50-1,37.5365551,126.9728148,NULL,143583,12
214,시티하우스,1117012800,한강로3가,2011,65-7,37.5243684,126.9662913,NULL,27217,6
215,마운틴뷰,1117013000,이태원동,1999,198-16,37.537435,126.990211,NULL,95000,1
216,한남힐스테이트,1117013100,한남동,2003,807,37.5282696,127.0037889,NULL,146300,10
217,리버빌(삼성),1117013600,보광동,2000,151,37.52416789999999,127.0009959,NULL,120000,6
218,후암맨션,1117010100,후암동,1974,1-20,37.5522206,126.9770713,NULL,38000,1
219,브라운스톤남산,1117010100,후암동,2004,458,37.55121870000001,126.9762396,NULL,131000,5
220,한울글로리A,1117011100,청파동3가,2003,132-50,37.5429545,126.9626286,NULL,44000,1
221,"용산 더프라임",1117011200,원효로1가,2014,41,37.537944,126.9671687,NULL,119193,14
222,한강타운,1117011500,산천동,2001,204,37.5357777,126.9505906,NULL,63533,15
223,효창파크KCC스위첸,1117011900,효창동,2018,286,37.5417318,126.9613055,NULL,123125,4
224,도원,1117012000,도원동,1983,3-7,37.5388347,126.9584029,NULL,17000,1
225,삼각아파트,1117012400,한강로1가,1970,231-24,37.5332415,126.9731714,NULL,69467,15
226,삼각아파트,1117012400,한강로1가,1971,231-24,37.5332415,126.9731714,NULL,NULL,NULL
227,용산파크타워(24-0),1117012700,용산동5가,2009,24,37.5242567,126.970731,NULL,199036,14
228,한강(대우),1117012900,이촌동,2000,415,37.5221203,126.9693836,NULL,139617,30
229,동부센트레빌,1117012900,이촌동,2001,418,37.520931,126.9665039,NULL,156250,10
230,현대한강,1117012900,이촌동,1997,400,37.5231767,126.9582348,NULL,109500,15
231,남산대림,1117013000,이태원동,1994,729,37.5406105,126.9887628,NULL,122735,17
232,한남해피트리,1117013100,한남동,2016,827,37.5311789,127.0062454,NULL,101250,4
233,현대하이페리온,1117013100,한남동,2002,805,37.5274745,127.0047046,NULL,248500,2
234,리버탑,1117013100,한남동,2001,802,37.5296884,127.008135,NULL,92000,4
235,파인힐빌,1117013200,동빙고동,2003,1-72,37.5275728,126.9955675,NULL,134000,1
236,동자,1117010700,동자동,1969,19-8,37.5511054,126.9750291,NULL,33371,7
237,브라운스톤,1117012100,용문동,2011,90,37.5364163,126.9591211,NULL,96445,13
238,리첸시아용산B,1117012200,문배동,2010,40-31,37.5379687,126.9680464,NULL,120045,11
239,용산e편한세상,1117012300,신계동,2011,48,37.5359977,126.9664454,NULL,143125,36
240,용산푸르지오써밋(420),1117012500,한강로2가,2017,420,37.5316834,126.9696924,NULL,219375,4
241,"아스테리움 용산",1117012500,한강로2가,2012,419,37.5316834,126.9696924,NULL,254375,4
242,용산파크타워(24-1),1117012700,용산동5가,2009,24-1,37.523218,126.9731278,NULL,220375,8
243,한강대우트럼프월드3,1117012800,한강로3가,2004,65-230,37.5228767,126.9628434,NULL,163200,5
244,"용산 시티파크(1단지)",1117012800,한강로3가,2007,63-389,37.5250734,126.9689153,NULL,207267,15
245,강변,1117012900,이촌동,1971,193-3,37.5235033,126.9592043,NULL,65625,6
246,미주A,1117012900,이촌동,1975,302-54,37.5204268,126.9691229,NULL,114000,1
247,이촌코오롱(B),1117012900,이촌동,1999,414,37.518964,126.9799746,NULL,115000,2
248,삼익,1117012900,이촌동,1979,300-301,37.5185208,126.9760327,NULL,185115,13
249,현대맨숀,1117012900,이촌동,1974,301-162,37.5186483,126.9823443,NULL,158373,31
250,동원베네스트,1117012900,이촌동,2005,434,37.5268604,126.9551029,NULL,111000,1
251,왕궁,1117012900,이촌동,1975,300-11,37.5172228,126.9782574,NULL,NULL,NULL
252,이태원(이테크빌),1117013000,이태원동,2002,730,37.5332177,126.9926926,NULL,80000,2
253,한남하우스,1117013100,한남동,1970,723-3,37.5381313,127.005579,NULL,28000,1
254,한남동UNVILLAGE루하우스,1117013100,한남동,2015,1-51,37.5363596,127.0124266,NULL,131500,1
255,현대안성타워,1117013100,한남동,1998,737-28,37.5351344,126.997901,NULL,45000,1
256,태성1,1117013100,한남동,1975,644-2,37.5328577,127.0042099,NULL,56250,4
257,한남파라곤,1117013100,한남동,2011,825,37.5390823,127.0032796,NULL,140000,1
258,신동아1,1117013600,보광동,1992,448,37.5257222,127.0017411,NULL,144950,10
259,두리파크빌,1117010400,갈월동,2004,6-48,37.5486447,126.9735814,NULL,72100,2
260,목화,1117010900,청파동1가,2004,84-3,37.5478231,126.9678031,NULL,37000,1
261,SK청암대(64-29),1117011600,청암동,2001,64-29,37.53542820000001,126.9475745,NULL,190000,1
262,강변삼성스위트,1117011800,원효로4가,1999,178,37.5340871,126.9486388,NULL,86945,13
263,효창파크푸르지오,1117011900,효창동,2010,274,37.5401028,126.9584463,NULL,114220,10
264,이안용산1차(103동),1117012200,문배동,2005,11-29,37.5378445,126.9704368,NULL,79500,6
265,아크로타워,1117012200,문배동,2007,24-21,37.5366975,126.9685788,NULL,102588,8
266,지오베르크,1117012200,문배동,2004,17-1,37.5373719,126.9672852,NULL,85000,2
267,이안용산1차(101동),1117012200,문배동,2005,11-14,37.537451,126.9696399,NULL,89933,3
268,래미안용산더센트럴,1117012500,한강로2가,2017,422,37.5316834,126.9696924,NULL,246250,4
269,한강자이에클라트,1117012800,한강로3가,2006,16-85,37.5313415,126.9553312,NULL,86500,2
270,쌍용스윗닷홈,1117012800,한강로3가,2003,89,37.5233546,126.9638119,NULL,112333,3
271,반도,1117012900,이촌동,1977,301-170,37.5169563,126.9820449,NULL,206200,5
272,정우,1117012900,이촌동,1972,302-69,37.5208792,126.9671743,NULL,150000,1
273,이촌동삼성리버스위트,1117012900,이촌동,2002,426,37.51709900000001,126.9766561,NULL,213100,10
274,성아1,1117013100,한남동,1970,263-10,37.5341931,127.0084985,NULL,43750,4
275,원효,1117011300,원효로2가,1970,94-2,37.5350006,126.9614535,NULL,34419,3
276,효창맨션,1117011900,효창동,1969,5-495,37.5419661,126.9618152,NULL,44833,3
277,세양청마루,1117011900,효창동,2006,268,37.5407194,126.9569475,NULL,87500,5
278,CJ나인파크,1117012200,문배동,2007,24-6,37.5360166,126.9690249,NULL,114500,7
279,이안용산프리미어,1117012200,문배동,2007,3-3,37.5385336,126.9703017,NULL,110200,5
280,용산KCC웰츠타워,1117012200,문배동,2015,11-10,37.5376995,126.9688942,NULL,112750,2
281,삼라마이다스빌2,1117012200,문배동,2004,40-19,37.5383449,126.9691309,NULL,81500,4
282,벽산메가트리움,1117012500,한강로2가,2005,2-8,37.5321357,126.9697278,NULL,116043,7
283,용산아이피아대주피오레,1117012500,한강로2가,2007,2-185,37.5333702,126.9674705,NULL,64977,3
284,전자타운상가,1117012800,한강로3가,1993,82,37.5339705,126.963682,NULL,54000,1
285,현대맨숀,1117012900,이촌동,1975,301-162,37.5186483,126.9823443,NULL,NULL,NULL
286,미주B,1117012900,이촌동,1976,302-48,37.5205737,126.9696503,NULL,120000,2
287,주공1,1117013000,이태원동,1993,728,37.542424,126.9893539,NULL,106000,3
288,아일랜드캐슬,1117013100,한남동,2003,684-85,37.5343302,127.0006126,NULL,60000,1
289,효성빌리지,1117013100,한남동,2000,799,37.5329837,127.0122415,NULL,120000,1
290,시범,1117013100,한남동,1970,1-349,37.5391599,127.0124022,NULL,84875,4
291,힐탑트레져1동,1117013100,한남동,2003,1-44,37.5386656,127.013633,NULL,319000,2
292,뉴후암,1117010100,후암동,1973,426,37.5512094,126.9751691,NULL,27000,1
293,베르체,1117011100,청파동3가,2003,132-15,37.5425855,126.9634972,NULL,69000,2
294,리첸시아용산,1117011200,원효로1가,2010,133-3,37.5380677,126.9676185,NULL,119500,5
295,금성,1117011700,원효로3가,1971,124-1,37.5338535,126.9574629,NULL,46500,1
296,한강수,1117011800,원효로4가,2005,128-1,37.5333955,126.9514251,NULL,103000,1
297,효창드림빌,1117011900,효창동,2002,5-47,37.5415217,126.963229,NULL,54000,1
298,우림필유,1117012800,한강로3가,2006,91,37.5254463,126.9597498,NULL,122050,4
299,리버뷰,1117012900,이촌동,1970,300-27,37.5201398,126.9718634,NULL,103680,5
300,제일,1117012900,이촌동,1976,302-61,37.5209767,126.9684309,NULL,93100,3
